zona,duracion_ms,timestamp
OJOS,295.3,13:54:39
OTRO,330.2,13:54:39
BOCA,515.7,13:54:39
OTRO,167.6,13:54:40
BOCA,166.2,13:54:40
OTRO,847.0,13:54:41
BOCA,517.2,13:54:41
NARIZ,499.1,13:54:42
OTRO,14784.8,13:54:56
BOCA,168.0,13:54:57
NARIZ,183.1,13:54:57
OTRO,2465.1,13:54:59
OJOS,151.0,13:54:59
OTRO,55045.3,13:55:54
BOCA,178.9,13:55:55
NARIZ,174.9,13:55:55
OTRO,514.3,13:55:55
OJOS,167.3,13:55:55
OTRO,1179.2,13:55:57
OJOS,158.1,13:55:57
OTRO,521.3,13:55:57
BOCA,174.7,13:55:57
OTRO,146.1,13:55:58
OJOS,167.2,13:55:58
OTRO,485.2,13:55:58
NARIZ,166.6,13:55:58
OTRO,626.4,13:55:59
OJOS,387.2,13:55:59
OTRO,586.3,13:56:00
BOCA,167.6,13:56:00
OJOS,149.5,13:56:00
NARIZ,166.4,13:56:01
OTRO,509.3,13:56:01
OJOS,325.4,13:56:01
NARIZ,329.6,13:56:02
OJOS,478.5,13:56:02
OTRO,542.4,13:56:03
NARIZ,187.2,13:56:03
BOCA,143.9,13:56:03
NARIZ,167.7,13:56:03
BOCA,149.5,13:56:03
NARIZ,166.8,13:56:04
OTRO,1617.4,13:56:05
OJOS,192.7,13:56:05
OTRO,587.0,13:56:06
BOCA,150.2,13:56:06
OJOS,489.0,13:56:07
OTRO,169.3,13:56:07
OJOS,792.2,13:56:08
OTRO,955.4,13:56:08
OJOS,345.7,13:56:09
BOCA,150.7,13:56:09
OTRO,1109.5,13:56:10
BOCA,172.4,13:56:10
OTRO,1818.1,13:56:12
BOCA,497.2,13:56:13
OTRO,140.0,13:56:13
OJOS,465.4,13:56:13
OTRO,329.6,13:56:13
OJOS,320.1,13:56:14
OTRO,3813.2,13:56:18
OJOS,348.3,13:56:18
OTRO,150.1,13:56:18
OJOS,173.3,13:56:18
OTRO,795.3,13:56:19
OJOS,766.6,13:56:20
OTRO,313.9,13:56:20
OJOS,150.4,13:56:20
OTRO,300.4,13:56:21
OJOS,466.6,13:56:21
OTRO,618.9,13:56:22
BOCA,133.4,13:56:22
OTRO,465.8,13:56:22
BOCA,148.4,13:56:22
OJOS,151.4,13:56:23
BOCA,167.4,13:56:23
OJOS,633.5,13:56:23
OTRO,1814.1,13:56:25
OJOS,452.5,13:56:26
OTRO,814.8,13:56:26
OJOS,151.8,13:56:27
OTRO,1999.9,13:56:29
NARIZ,186.0,13:56:29
BOCA,151.0,13:56:29
OTRO,183.0,13:56:29
BOCA,1296.7,13:56:30
OTRO,149.6,13:56:31
BOCA,149.7,13:56:31
NARIZ,150.7,13:56:31
OTRO,150.9,13:56:31
OJOS,151.1,13:56:31
OTRO,330.1,13:56:32
OJOS,148.7,13:56:32
OTRO,1752.6,13:56:33
OJOS,152.6,13:56:34
OTRO,179.8,13:56:34
OJOS,155.7,13:56:34
OTRO,164.8,13:56:34
OJOS,319.6,13:56:34
OTRO,459.5,13:56:35
OJOS,154.8,13:56:35
OTRO,1663.9,13:56:37
OJOS,948.3,13:56:38
OTRO,496.6,13:56:38
OJOS,154.0,13:56:38
OTRO,181.4,13:56:38
NARIZ,300.8,13:56:39
BOCA,892.8,13:56:40
NARIZ,195.2,13:56:40
OJOS,163.1,13:56:40
OTRO,480.8,13:56:41
OJOS,151.6,13:56:41
OTRO,1313.8,13:56:42
OJOS,369.9,13:56:42
OTRO,148.3,13:56:42
OJOS,333.4,13:56:43
OTRO,148.4,13:56:43
OJOS,300.6,13:56:43
OTRO,152.0,13:56:43
OJOS,141.9,13:56:44
OTRO,297.7,13:56:44
OJOS,142.9,13:56:44
OTRO,167.1,13:56:44
OJOS,482.1,13:56:45
OTRO,350.2,13:56:45
OJOS,635.8,13:56:46
OTRO,149.8,13:56:46
OJOS,149.9,13:56:46
BOCA,151.3,13:56:46
OTRO,151.8,13:56:46
BOCA,160.7,13:56:46
OTRO,152.0,13:56:47
BOCA,166.5,13:56:47
OTRO,500.2,13:56:47
BOCA,167.4,13:56:47
OTRO,297.2,13:56:48
OJOS,502.0,13:56:48
OTRO,142.4,13:56:48
OJOS,158.4,13:56:48
OTRO,765.8,13:56:49
OJOS,147.9,13:56:49
OTRO,515.9,13:56:50
BOCA,800.8,13:56:51
OTRO,154.6,13:56:51
BOCA,296.1,13:56:51
OTRO,1282.5,13:56:52
OJOS,770.1,13:56:53
OTRO,466.2,13:56:54
OJOS,299.8,13:56:54
OTRO,198.7,13:56:54
NARIZ,151.0,13:56:54
OTRO,310.3,13:56:55
BOCA,174.7,13:56:55
OTRO,631.0,13:56:55
BOCA,148.0,13:56:56
OTRO,868.6,13:56:56
OJOS,150.1,13:56:57
OTRO,466.6,13:56:57
OJOS,133.4,13:56:57
BOCA,299.5,13:56:58
OTRO,748.3,13:56:58
OJOS,151.6,13:56:58
OTRO,5591.8,13:57:04
BOCA,475.1,13:57:04
OJOS,164.5,13:57:05
OTRO,2066.6,13:57:07
BOCA,185.2,13:57:07
OTRO,584.3,13:57:07
NARIZ,147.2,13:57:08
OTRO,752.7,13:57:08
BOCA,131.9,13:57:09
OTRO,1299.0,13:57:10
BOCA,166.9,13:57:10
OTRO,149.4,13:57:10
BOCA,166.5,13:57:10
OTRO,150.2,13:57:10
OJOS,167.9,13:57:11
OTRO,768.9,13:57:11
OJOS,150.3,13:57:12
OTRO,167.4,13:57:12
OJOS,164.4,13:57:12
OTRO,699.7,13:57:13
OJOS,357.0,13:57:13
