zona,duracion_ms,timestamp
OTRO,216.4,10:58:45
OJOS,216.8,10:58:46
OTRO,366.6,10:58:46
OJOS,416.5,10:58:46
OTRO,417.3,10:58:47
OJOS,1659.2,10:58:48
OTRO,223.3,10:58:49
OJOS,184.0,10:58:49
OTRO,417.8,10:58:49
OJOS,1431.8,10:58:51
OTRO,266.4,10:58:51
OJOS,384.3,10:58:51
OTRO,183.0,10:58:51
OJOS,600.2,10:58:52
OTRO,399.7,10:58:52
OJOS,987.1,10:58:53
OTRO,162.8,10:58:54
OJOS,599.8,10:58:54
OTRO,1766.9,10:58:56
OJOS,599.2,10:58:57
OTRO,1634.0,10:58:58
OJOS,966.2,10:58:59
OTRO,200.1,10:58:59
OJOS,2333.1,10:59:02
OTRO,883.4,10:59:03
OJOS,183.6,10:59:03
OTRO,7103.2,10:59:10
OJOS,546.2,10:59:10
OTRO,1182.9,10:59:12
OJOS,3100.4,10:59:15
OTRO,166.3,10:59:15
OJOS,399.8,10:59:15
OTRO,1300.1,10:59:17
OJOS,200.4,10:59:17
OTRO,366.5,10:59:17
OJOS,732.5,10:59:18
OTRO,284.5,10:59:18
OJOS,1866.0,10:59:20
OTRO,216.3,10:59:20
OJOS,3549.6,10:59:24
OTRO,233.3,10:59:24
OJOS,450.7,10:59:24
OTRO,199.1,10:59:25
NARIZ,450.1,10:59:25
OTRO,350.0,10:59:25
NARIZ,833.4,10:59:26
OTRO,233.6,10:59:27
OJOS,1333.2,10:59:28
OTRO,199.9,10:59:28
OJOS,401.7,10:59:28
BOCA,184.0,10:59:29
NARIZ,449.7,10:59:29
OTRO,1882.1,10:59:31
OJOS,500.0,10:59:31
OTRO,200.0,10:59:32
OJOS,1251.7,10:59:33
BOCA,913.6,10:59:34
OJOS,633.9,10:59:34
NARIZ,199.7,10:59:35
OJOS,3066.2,10:59:38
OTRO,3250.1,10:59:41
OJOS,799.9,10:59:42
OTRO,233.6,10:59:42
OJOS,365.4,10:59:42
OTRO,185.6,10:59:43
OJOS,215.3,10:59:43
OTRO,233.7,10:59:43
OJOS,233.5,10:59:43
OTRO,1486.9,10:59:45
OJOS,200.6,10:59:45
OTRO,2461.9,10:59:47
OJOS,283.3,10:59:48
OTRO,599.9,10:59:48
OJOS,471.6,10:59:49
OTRO,205.5,10:59:49
OJOS,199.1,10:59:49
OTRO,205.6,10:59:49
OJOS,1353.8,10:59:51
OTRO,208.0,10:59:51
OJOS,198.4,10:59:51
OTRO,189.1,10:59:51
OJOS,183.5,10:59:52
OTRO,184.7,10:59:52
OJOS,1057.3,10:59:53
OTRO,183.8,10:59:53
OJOS,2237.0,10:59:55
OTRO,327.7,10:59:56
OJOS,3544.8,10:59:59
OTRO,183.0,10:59:59
OJOS,3116.9,11:00:02
OTRO,399.3,11:00:03
OJOS,583.5,11:00:03
OTRO,617.5,11:00:04
OJOS,1999.2,11:00:06
OTRO,749.5,11:00:07
OJOS,200.6,11:00:07
OTRO,216.5,11:00:07
OJOS,1050.1,11:00:08
OTRO,366.1,11:00:09
OJOS,433.6,11:00:09
OTRO,183.2,11:00:09
OJOS,399.9,11:00:10
OTRO,216.5,11:00:10
OJOS,1999.8,11:00:12
OTRO,417.1,11:00:12
OJOS,1599.9,11:00:14
OTRO,199.4,11:00:14
OJOS,1816.8,11:00:16
OTRO,200.8,11:00:16
OJOS,2566.0,11:00:19
OTRO,249.3,11:00:19
OJOS,1117.2,11:00:20
OTRO,200.4,11:00:20
OJOS,166.3,11:00:20
OTRO,366.6,11:00:21
OJOS,259.1,11:00:21
OTRO,212.6,11:00:21
OJOS,173.4,11:00:21
OTRO,388.5,11:00:22
OJOS,198.8,11:00:22
OTRO,214.4,11:00:22
OJOS,945.0,11:00:23
OTRO,415.4,11:00:23
OJOS,709.1,11:00:24
OTRO,1016.5,11:00:25
OJOS,417.1,11:00:26
OTRO,582.7,11:00:26
OJOS,417.1,11:00:27
OTRO,417.1,11:00:27
OJOS,949.1,11:00:28
OTRO,184.0,11:00:28
OJOS,2368.3,11:00:31
OTRO,203.9,11:00:31
OJOS,865.8,11:00:32
OTRO,228.3,11:00:32
OJOS,199.8,11:00:32
OTRO,167.1,11:00:32
OJOS,849.6,11:00:33
OTRO,832.8,11:00:34
OJOS,1250.4,11:00:35
OTRO,166.6,11:00:35
OJOS,766.2,11:00:36
OTRO,267.1,11:00:36
OJOS,1815.8,11:00:38
OTRO,3450.2,11:00:42
OJOS,1601.0,11:00:43
OTRO,208.4,11:00:43
OJOS,647.8,11:00:44
OTRO,204.5,11:00:44
OJOS,178.7,11:00:44
OTRO,171.8,11:00:45
OJOS,1047.5,11:00:46
OTRO,192.1,11:00:46
OJOS,801.4,11:00:47
OTRO,181.7,11:00:47
OJOS,410.9,11:00:47
OTRO,190.6,11:00:47
OJOS,772.5,11:00:48
OTRO,203.5,11:00:48
OJOS,401.8,11:00:49
OTRO,176.9,11:00:49
OJOS,1611.0,11:00:51
OTRO,188.7,11:00:51
OJOS,591.7,11:00:51
OTRO,222.1,11:00:52
OJOS,593.2,11:00:52
OTRO,212.6,11:00:52
OJOS,1638.4,11:00:54
OTRO,188.9,11:00:54
OJOS,193.4,11:00:54
OTRO,177.2,11:00:55
OJOS,2161.4,11:00:57
OTRO,180.5,11:00:57
OJOS,1430.5,11:00:58
OTRO,212.2,11:00:59
OJOS,210.3,11:00:59
OTRO,196.4,11:00:59
OJOS,1966.0,11:01:01
OTRO,199.9,11:01:01
OJOS,2583.6,11:01:04
OTRO,367.2,11:01:04
NARIZ,183.5,11:01:04
BOCA,166.3,11:01:04
OJOS,799.5,11:01:05
OTRO,1593.7,11:01:07
OJOS,758.2,11:01:08
OTRO,893.1,11:01:09
OJOS,227.4,11:01:09
OTRO,3464.5,11:01:12
BOCA,243.7,11:01:12
OTRO,1452.6,11:01:14
OJOS,196.8,11:01:14
OTRO,408.2,11:01:15
OJOS,210.6,11:01:15
OTRO,449.4,11:01:15
OJOS,667.3,11:01:16
OTRO,3966.6,11:01:20
OJOS,383.1,11:01:20
BOCA,200.5,11:01:20
OJOS,200.3,11:01:21
OTRO,183.1,11:01:21
OJOS,1580.1,11:01:22
OTRO,202.3,11:01:23
OJOS,827.9,11:01:23
OTRO,455.7,11:01:24
OJOS,916.7,11:01:25
OTRO,194.0,11:01:25
OJOS,367.0,11:01:25
OTRO,801.6,11:01:26
OJOS,393.7,11:01:27
OTRO,918.7,11:01:27
BOCA,183.9,11:01:28
OJOS,889.1,11:01:28
OTRO,318.9,11:01:29
BOCA,449.3,11:01:29
OTRO,233.8,11:01:29
BOCA,242.1,11:01:30
OJOS,616.7,11:01:30
OTRO,186.7,11:01:31
BOCA,803.5,11:01:31
OJOS,412.1,11:01:32
OTRO,394.4,11:01:32
OJOS,770.8,11:01:33
OTRO,256.1,11:01:33
OJOS,224.3,11:01:33
OTRO,398.8,11:01:34
OJOS,412.8,11:01:34
OTRO,205.8,11:01:34
OJOS,192.6,11:01:35
OTRO,261.8,11:01:35
OJOS,1343.9,11:01:36
NARIZ,393.2,11:01:37
BOCA,186.0,11:01:37
NARIZ,224.3,11:01:37
OJOS,1940.2,11:01:39
NARIZ,399.4,11:01:39
OJOS,604.8,11:01:40
OTRO,328.6,11:01:40
OJOS,467.6,11:01:41
OTRO,4649.0,11:01:45
OJOS,416.4,11:01:46
OTRO,4483.3,11:01:50
OJOS,967.0,11:01:51
OTRO,432.7,11:01:52
NARIZ,184.1,11:01:52
BOCA,849.5,11:01:53
NARIZ,399.9,11:01:53
OTRO,236.4,11:01:53
BOCA,1012.5,11:01:54
NARIZ,210.6,11:01:55
BOCA,455.3,11:01:55
OTRO,1218.0,11:01:56
BOCA,189.8,11:01:56
OTRO,177.2,11:01:57
OJOS,360.3,11:01:57
OTRO,689.5,11:01:58
BOCA,225.4,11:01:58
OTRO,217.6,11:01:58
OJOS,258.8,11:01:58
BOCA,205.1,11:01:59
OTRO,236.6,11:01:59
NARIZ,235.3,11:01:59
OTRO,241964.2,11:06:01
OJOS,182.2,11:06:01
OTRO,338.8,11:06:02
OJOS,198.3,11:06:02
OTRO,606.7,11:06:02
BOCA,353.9,11:06:03
OJOS,328.9,11:06:03
NARIZ,162.8,11:06:03
OTRO,160.9,11:06:03
OJOS,2870.1,11:06:06
BOCA,322.0,11:06:07
OJOS,179.7,11:06:07
OTRO,167.1,11:06:07
BOCA,339.9,11:06:07
NARIZ,176.2,11:06:07
BOCA,325.0,11:06:08
NARIZ,145.6,11:06:08
BOCA,337.8,11:06:08
OJOS,784.4,11:06:09
OTRO,561.7,11:06:10
OJOS,585.4,11:06:10
BOCA,972.2,11:06:11
OTRO,534.8,11:06:12
OJOS,3268.6,11:06:15
OTRO,603.1,11:06:16
BOCA,160.0,11:06:16
OTRO,484.1,11:06:16
BOCA,497.2,11:06:17
OTRO,177.6,11:06:17
OJOS,1490.0,11:06:18
OTRO,225.1,11:06:19
OJOS,1782.5,11:06:20
OTRO,337.6,11:06:21
OJOS,1229.1,11:06:22
OTRO,176.5,11:06:22
OJOS,160.0,11:06:22
OTRO,177.4,11:06:22
OJOS,2867.1,11:06:25
OTRO,177.5,11:06:25
OJOS,5352.9,11:06:31
OTRO,170.8,11:06:31
OJOS,1748.8,11:06:33
BOCA,178.5,11:06:33
OJOS,499.5,11:06:33
OTRO,158.2,11:06:34
OJOS,2347.0,11:06:36
BOCA,2680.2,11:06:39
OTRO,164.9,11:06:39
OJOS,510.7,11:06:39
OTRO,144.4,11:06:39
OJOS,364.5,11:06:40
OTRO,153.7,11:06:40
BOCA,231.4,11:06:40
NARIZ,1324.9,11:06:42
BOCA,169.3,11:06:42
OTRO,176.8,11:06:42
OJOS,1440.4,11:06:43
OTRO,174.4,11:06:43
OJOS,732.7,11:06:44
OTRO,334.8,11:06:45
OJOS,323.8,11:06:45
NARIZ,363.4,11:06:45
OJOS,328.9,11:06:46
OTRO,175.5,11:06:46
OJOS,830.0,11:06:47
BOCA,175.2,11:06:47
NARIZ,194.7,11:06:47
BOCA,502.9,11:06:47
OJOS,335.9,11:06:48
OTRO,639.1,11:06:48
OJOS,3340.0,11:06:52
BOCA,176.5,11:06:52
OJOS,185.0,11:06:52
BOCA,156.5,11:06:52
OJOS,2022.2,11:06:54
OTRO,250.1,11:06:55
OJOS,2166.5,11:06:57
NARIZ,200.4,11:06:57
OJOS,4649.3,11:07:02
OTRO,200.0,11:07:02
OJOS,2128.7,11:07:04
BOCA,221.1,11:07:04
OTRO,217.0,11:07:04
NARIZ,183.2,11:07:05
OJOS,583.3,11:07:05
NARIZ,182.9,11:07:05
OJOS,2500.3,11:07:08
NARIZ,382.9,11:07:08
OJOS,1325.0,11:07:09
OTRO,186.7,11:07:10
OJOS,389.3,11:07:10
BOCA,211.9,11:07:10
OJOS,2724.8,11:07:13
OTRO,420.1,11:07:13
OJOS,208.2,11:07:14
OTRO,184.0,11:07:14
BOCA,209.3,11:07:14
OTRO,6557.0,11:07:21
OJOS,202.5,11:07:21
OTRO,933.4,11:07:22
OJOS,633.9,11:07:22
NARIZ,166.0,11:07:23
OJOS,4563.6,11:07:27
NARIZ,183.3,11:07:27
OJOS,1617.0,11:07:29
OTRO,167.2,11:07:29
OJOS,183.9,11:07:29
OTRO,204.4,11:07:29
OJOS,226.0,11:07:30
OTRO,185.0,11:07:30
OJOS,1913.0,11:07:32
NARIZ,190.8,11:07:32
OJOS,4361.9,11:07:36
OTRO,200.6,11:07:37
OJOS,404.4,11:07:37
OTRO,163.8,11:07:37
OJOS,1131.2,11:07:38
OTRO,2003.7,11:07:40
OJOS,2624.7,11:07:43
OTRO,400.8,11:07:43
BOCA,192.7,11:07:43
NARIZ,186.4,11:07:44
OTRO,664.5,11:07:44
OJOS,744.1,11:07:45
OTRO,2789.1,11:07:48
OJOS,208.5,11:07:48
OTRO,388.7,11:07:48
OJOS,194.4,11:07:49
OTRO,808.2,11:07:49
NARIZ,192.4,11:07:50
OJOS,1560.9,11:07:51
OTRO,200.0,11:07:51
OJOS,354.9,11:07:52
OTRO,1467.5,11:07:53
OJOS,178.8,11:07:53
OTRO,215.4,11:07:54
OJOS,178.1,11:07:54
OTRO,195.5,11:07:54
OJOS,4115.8,11:07:58
OTRO,217.3,11:07:58
OJOS,2162.2,11:08:00
OTRO,216.4,11:08:01
OJOS,4253.2,11:08:05
OTRO,889.9,11:08:06
OJOS,243.6,11:08:06
OTRO,276.3,11:08:06
NARIZ,370.5,11:08:07
BOCA,753.8,11:08:07
NARIZ,262.6,11:08:08
BOCA,190541.0,11:11:18
OJOS,1401.0,11:11:20
OTRO,400.0,11:11:20
OJOS,3850.0,11:11:24
OTRO,400.1,11:11:24
BOCA,400.1,11:11:25
OJOS,200.3,11:11:25
OTRO,899.2,11:11:26
OJOS,216.6,11:11:26
OTRO,200.0,11:11:26
OJOS,200.0,11:11:26
OTRO,5516.8,11:11:32
OJOS,166.9,11:11:32
OTRO,166.3,11:11:32
BOCA,185.1,11:11:32
OJOS,597.9,11:11:33
OTRO,1066.6,11:11:34
OJOS,368.4,11:11:34
OTRO,382.1,11:11:35
OJOS,384.4,11:11:35
OTRO,1381.8,11:11:37
OJOS,700.1,11:11:37
OTRO,200.0,11:11:38
BOCA,2199.7,11:11:40
OTRO,366.7,11:11:40
OJOS,186.1,11:11:40
BOCA,1047.2,11:11:41
OTRO,384.3,11:11:42
OJOS,3182.2,11:11:45
OTRO,766.5,11:11:46
OJOS,2083.2,11:11:48
OTRO,383.2,11:11:48
OJOS,4899.9,11:11:53
OTRO,208.5,11:11:53
BOCA,192.2,11:11:53
OTRO,199.4,11:11:54
OJOS,401.3,11:11:54
OTRO,648.5,11:11:55
OJOS,2083.4,11:11:57
OTRO,1891.7,11:11:59
OJOS,5174.3,11:12:04
OTRO,483.0,11:12:04
OJOS,233.6,11:12:05
OTRO,416.9,11:12:05
OJOS,10873.4,11:12:16
OTRO,193.9,11:12:16
OJOS,2015.5,11:12:18
BOCA,593.3,11:12:19
OJOS,1388.7,11:12:20
OTRO,193.7,11:12:20
OJOS,181.9,11:12:20
OTRO,191.3,11:12:21
OJOS,1091.1,11:12:22
NARIZ,508.5,11:12:22
OTRO,409.2,11:12:23
NARIZ,190.3,11:12:23
OJOS,1263.9,11:12:24
OTRO,186.7,11:12:24
OJOS,874.6,11:12:25
OTRO,573.1,11:12:26
OJOS,1714.4,11:12:27
OTRO,186.3,11:12:28
OJOS,1313.7,11:12:29
OTRO,671.7,11:12:30
OJOS,4149.8,11:12:34
OTRO,182.8,11:12:34
OJOS,3582.9,11:12:38
OTRO,191.9,11:12:38
NARIZ,192.3,11:12:38
OJOS,999.5,11:12:39
OTRO,199.9,11:12:39
OJOS,16442.4,11:12:56
OTRO,1570.6,11:12:57
OJOS,1447.8,11:12:59
OTRO,976.4,11:13:00
OJOS,396.7,11:13:00
OTRO,697.4,11:13:01
OJOS,390.7,11:13:01
OTRO,193.9,11:13:01
OJOS,207.3,11:13:01
OTRO,408.9,11:13:02
OJOS,366.6,11:13:02
OTRO,193.9,11:13:02
OJOS,1914.9,11:13:04
OTRO,210.0,11:13:05
OJOS,5580.6,11:13:10
OTRO,216.8,11:13:10
OJOS,516.1,11:13:11
BOCA,800.3,11:13:12
OJOS,1649.8,11:13:13
OTRO,790.1,11:13:14
OJOS,1402.8,11:13:15
OTRO,518.5,11:13:16
OJOS,450.3,11:13:16
OTRO,191.0,11:13:17
OJOS,1772.4,11:13:18
OTRO,207.5,11:13:19
OJOS,6217.2,11:13:25
OTRO,458.0,11:13:25
OJOS,1024.6,11:13:26
OTRO,417.5,11:13:27
OJOS,414.3,11:13:27
OTRO,227.0,11:13:27
OJOS,205.2,11:13:28
OTRO,172.4,11:13:28
OJOS,939.2,11:13:29
OTRO,187.7,11:13:29
OJOS,6648.5,11:13:36
BOCA,218.3,11:13:36
NARIZ,193.8,11:13:36
BOCA,205.5,11:13:36
NARIZ,214.6,11:13:36
BOCA,385.4,11:13:37
NARIZ,650.5,11:13:37
BOCA,283.8,11:13:38
OJOS,416.2,11:13:38
OTRO,235.5,11:13:38
OJOS,3229.3,11:13:42
BOCA,227.2,11:13:42
OTRO,887.4,11:13:43
OJOS,186.3,11:13:43
OTRO,229.4,11:13:43
OJOS,3155.3,11:13:46
BOCA,212.4,11:13:46
OJOS,203.3,11:13:47
NARIZ,251.0,11:13:47
BOCA,244.5,11:13:47
OTRO,60020.4,11:14:47
OJOS,399.9,11:14:48
OTRO,349.7,11:14:48
OJOS,182.9,11:14:48
OTRO,200.1,11:14:48
BOCA,583.4,11:14:49
OTRO,210.9,11:14:49
BOCA,185.4,11:14:49
OJOS,228.4,11:14:50
BOCA,192.6,11:14:50
OJOS,187.7,11:14:50
BOCA,1012.6,11:14:51
OJOS,378.4,11:14:51
OTRO,188.8,11:14:51
OJOS,209.5,11:14:52
OTRO,178.1,11:14:52
OJOS,1011.3,11:14:53
OTRO,944.2,11:14:54
BOCA,171.9,11:14:54
OTRO,383.7,11:14:54
OJOS,749.2,11:14:55
NARIZ,300.0,11:14:55
OJOS,232.5,11:14:56
NARIZ,365.4,11:14:56
OJOS,552.2,11:14:57
OTRO,11665.5,11:15:08
BOCA,183.3,11:15:08
OTRO,196.6,11:15:09
OJOS,703.8,11:15:09
OTRO,3616.9,11:15:13
OJOS,1400.1,11:15:14
OTRO,199.2,11:15:15
OJOS,167.4,11:15:15
OTRO,535.9,11:15:15
OJOS,197.0,11:15:15
OTRO,2042.1,11:15:17
OJOS,1008.6,11:15:18
OTRO,1489.1,11:15:20
OJOS,3759.8,11:15:24
OTRO,917.0,11:15:25
OJOS,1016.3,11:15:26
OTRO,216.2,11:15:26
OJOS,767.3,11:15:27
OTRO,216.7,11:15:27
OJOS,966.1,11:15:28
OTRO,183.3,11:15:28
OJOS,1483.7,11:15:29
OTRO,1099.7,11:15:31
OJOS,2300.3,11:15:33
OTRO,199.8,11:15:33
OJOS,1183.4,11:15:34
OTRO,766.7,11:15:35
OJOS,918.8,11:15:36
BOCA,502.2,11:15:36
NARIZ,178.1,11:15:37
OJOS,383.7,11:15:37
OTRO,167.4,11:15:37
OJOS,3599.3,11:15:41
OTRO,183.4,11:15:41
OJOS,933.3,11:15:42
OTRO,399.5,11:15:42
OJOS,369.1,11:15:43
OTRO,164.8,11:15:43
OJOS,13382.0,11:15:56
OTRO,200.6,11:15:56
OJOS,816.3,11:15:57
OTRO,383.4,11:15:58
OJOS,1416.4,11:15:59
OTRO,199.6,11:15:59
OJOS,400.3,11:16:00
OTRO,200.5,11:16:00
OJOS,2865.7,11:16:03
OTRO,183.9,11:16:03
OJOS,9698.8,11:16:13
OTRO,200.6,11:16:13
OJOS,2383.8,11:16:15
NARIZ,1168.6,11:16:16
OJOS,1364.0,11:16:18
OTRO,399.7,11:16:18
OJOS,1318.9,11:16:19
OTRO,199.2,11:16:20
OJOS,1648.5,11:16:21
OTRO,213.6,11:16:21
OJOS,869.8,11:16:22
OTRO,233.0,11:16:23
OJOS,5000.1,11:16:28
NARIZ,1991.1,11:16:30
OJOS,8258.7,11:16:38
NARIZ,282.8,11:16:38
BOCA,3168.9,11:16:41
OTRO,464.0,11:16:42
OJOS,1756.0,11:16:44
OTRO,227.1,11:16:44
OJOS,450.6,11:16:44
BOCA,183.1,11:16:44
NARIZ,183.6,11:16:45
BOCA,382.9,11:16:45
NARIZ,200.1,11:16:45
BOCA,200.5,11:16:45
OJOS,2282.8,11:16:48
OTRO,285.5,11:16:48
OJOS,415.1,11:16:48
OTRO,182.4,11:16:49
OJOS,2500.2,11:16:51
OTRO,233.9,11:16:51
OJOS,2432.4,11:16:54
BOCA,417.0,11:16:54
OTRO,166.0,11:16:54
OJOS,1316.9,11:16:56
OTRO,182.8,11:16:56
OJOS,817.0,11:16:57
OTRO,201.1,11:16:57
OJOS,982.5,11:16:58
OTRO,419.4,11:16:58
OJOS,495.6,11:16:59
OTRO,480.1,11:16:59
OJOS,618.2,11:17:00
OTRO,232.5,11:17:00
OJOS,489.0,11:17:00
OTRO,198.2,11:17:01
OJOS,3500.5,11:17:04
OTRO,215.9,11:17:04
OJOS,666.9,11:17:05
NARIZ,1082.8,11:17:06
OJOS,417.0,11:17:07
OTRO,1405.3,11:17:08
OJOS,1810.8,11:17:10
OTRO,217.5,11:17:10
OJOS,1916.3,11:17:12
OTRO,200.0,11:17:12
OJOS,1016.4,11:17:13
OTRO,199.8,11:17:13
BOCA,185.6,11:17:14
OJOS,781.8,11:17:14
OTRO,216.2,11:17:15
OJOS,616.4,11:17:15
OTRO,216.9,11:17:15
OJOS,199.8,11:17:16
BOCA,185.2,11:17:16
OJOS,214.5,11:17:16
OTRO,466.8,11:17:16
OJOS,12241.5,11:17:29
OTRO,394.7,11:17:29
OJOS,2222.9,11:17:31
BOCA,423.0,11:17:32
OJOS,801.0,11:17:33
BOCA,380.8,11:17:33
OTRO,234.5,11:17:33
OJOS,433.1,11:17:34
BOCA,846.7,11:17:34
OTRO,839.4,11:17:35
OJOS,5471.5,11:17:41
OTRO,197.2,11:17:41
OJOS,656.1,11:17:42
OTRO,372.2,11:17:42
OJOS,9162.2,11:17:51
OTRO,233.9,11:17:51
OJOS,8174.3,11:18:00
OTRO,4501.3,11:18:04
OJOS,2917.0,11:18:07
OTRO,192.7,11:18:07
OJOS,3467.2,11:18:11
OTRO,409.6,11:18:11
OJOS,1509.3,11:18:13
OTRO,1496.0,11:18:14
OJOS,235.0,11:18:14
OTRO,417.6,11:18:15
OJOS,427.3,11:18:15
OTRO,960.0,11:18:16
OJOS,1601.8,11:18:18
OTRO,209.9,11:18:18
OJOS,1316.8,11:18:19
OTRO,233.2,11:18:19
OJOS,199.9,11:18:20
OTRO,200.0,11:18:20
OJOS,999.9,11:18:21
OTRO,199.9,11:18:21
OJOS,200.5,11:18:21
OTRO,183.3,11:18:21
OJOS,1383.7,11:18:23
OTRO,199.4,11:18:23
NARIZ,183.3,11:18:23
BOCA,367.0,11:18:24
OTRO,183.1,11:18:24
OJOS,566.4,11:18:24
OTRO,366.9,11:18:25
OJOS,2866.0,11:18:28
OTRO,217.0,11:18:28
OJOS,2600.0,11:18:30
OTRO,614.4,11:18:31
OJOS,385.5,11:18:31
OTRO,283.3,11:18:32
OJOS,1630.5,11:18:33
BOCA,194.0,11:18:33
NARIZ,308.5,11:18:34
OTRO,813.6,11:18:35
NARIZ,234.5,11:18:35
OTRO,200.6,11:18:35
OJOS,212.3,11:18:35
OTRO,405.9,11:18:36
NARIZ,215.5,11:18:36
OTRO,450.1,11:18:36
BOCA,1421.8,11:18:38
OJOS,178.2,11:18:38
OTRO,256.7,11:18:38
BOCA,369.8,11:18:38
NARIZ,279.5,11:18:39
BOCA,233.9,11:18:39
NARIZ,199.4,11:18:39
BOCA,192.8,11:18:39
NARIZ,170424.0,11:21:30
OTRO,783.6,11:21:31
OJOS,199.0,11:21:31
OTRO,5767.7,11:21:37
OJOS,2232.9,11:21:39
BOCA,600.0,11:21:39
OJOS,2934.0,11:21:42
BOCA,199.4,11:21:43
NARIZ,450.5,11:21:43
BOCA,233.3,11:21:43
OTRO,632.6,11:21:44
BOCA,200.2,11:21:44
OJOS,2533.3,11:21:47
NARIZ,383.1,11:21:47
OJOS,2333.2,11:21:49
NARIZ,200.0,11:21:50
BOCA,417.0,11:21:50
NARIZ,382.7,11:21:50
BOCA,200.8,11:21:51
OJOS,1766.0,11:21:52
BOCA,1500.5,11:21:54
